,,,,,,,,,,,,,,,,,,,,,,,
PEMBANGUNAN SISTEM PENGURUSAN PEMBIAYAAN TEKUN NASIONAL (SPPT),,,,,,,,,,,,,,,,,,,,,,,
JADUAL PEMATUHAN SPESIFIKASI TEKNIKAL,,,,,,,,,,,,,,,,,,,,,,,
NO. TENDER : TEKUN/JP/TENDER2026/SPPT (1),,,,,,,,,,,,,,,,,,,,,,,
Mohon isi Maklum Balas YA / TIDAK (Wajib Dilengkapkan) dan Cadangan/Catatan (Sekiranya Ada) di Kotak Berwarna Biru,,,,,,,,,,,,,,,,,,,,,,,
BIL.,SPESIFIKASI PERKHIDMATAN,PEMATUHAN,MAKLUM BALAS (WAJIB PILIH YA / TIDAK),CADANGAN/CATATAN,,,,,,,,,,,,,,,,,,,
9.12.1,"Kawalan Bajet Produk Kontrak-i Berdasarkan Sasaran di Peringkat Cawangan di mana Sistem akan block permohonan apabila bajet telah mencukupi, Maklumat akan dikemaskini oleh admin / ID Supervisor, Setting sasaran atau bajet produk mengikut negeri dan cawangan serta Pindahan bajet dana mengikut keperluan",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.13,Sistem Kalendar ,,,,,,,,,,,,,,,,,,,,,,
9.13.1,"Petender hendaklah membangunkan ageing permohonan berdasarkan maklumat yang ditagging oleh pengguna (Cuti Umum, Cuti Khas, Cuti Tambahan dll.) Pegawai TEKUN boleh setting tugasan berdasarkan hari contoh jadual kutipan, jadual lawatan premis dan lain-lain. Proses tagging akan dikemaskini oleh admin / ID Supervisor.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.14,Sistem kalkulator,,,,,,,,,,,,,,,,,,,,,,
9.14.1,"Sistem hendaklah berupaya membaca secara automatik nilai pohon layak dan seterusnya menghasilkan pengiraan anggaran lebihan bayaran, termasuk pengiraan jumlah had kelayakan berdasarkan rekod pembiayaan sedia ada. Fungsi ini bertujuan untuk memudahkan pemohon serta pegawai cawangan membuat semakan dan pengiraan kelayakan pembiayaan sebenar secara tepat dan efisien di peringkat pejabat cawangan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.15,Sistem tracking permohonan pembiayaan,,,,,,,,,,,,,,,,,,,,,,
9.15.1,Petender hendaklah membangunkan fungsi semakan status permohonan untuk memudahkan pegawai untuk membuat semakan status permohonan pembiayaan.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.16,Surat makluman lebihan bayaran,,,,,,,,,,,,,,,,,,,,,,
9.16.1,Petender hendaklah membangunkan fungsi pengeluaran surat lebihan bayaran bagi akaun telah selesai bayar di mana pengguna akan mencetak surat makluman lebihan bayaran dari sistem.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.17,Surat tuntutan bayaran kepada penawar kontrak,,,,,,,,,,,,,,,,,,,,,,
9.17.1,"Pengeluaran surat tuntutan (arahan bayar) di mana Pengguna akan cetak surat tuntutan bayaran kepada penawar kontrak yang dijana secara auto oleh sistem, Pengguna boleh kemaskini surat tuntutan dalam sistem sekiranya terdapat sebarang pindaan dan Peringatan kepada penawar kontrak. Template surat peringatan akan disediakan oleh jabatan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.18,Sistem Direktori Penawar Kontrak,,,,,,,,,,,,,,,,,,,,,,
9.18.1,"Petender hendaklah membangunkan proses kemaskini / delete penawar kontrak akan dikemaskini oleh admin / ID Supervisor, Maklumat kontrak akan di integrasi (link) dengan paparan skrin di peringkat permohonan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.19,Suspend nama syarikat ,,,,,,,,,,,,,,,,,,,,,,
9.19.1,"Pengisian maklumat seperti Nama syarikat, No. SSM (tiada simbol dash), Ordinan (Sabah & Sarawak), No. Kad Pengenalan, Nama Penerima biaya, Staf dan pasangan warga kerja (suami isteri-isteri) TEKUN (ALA & subsidiari) dan lain-lain.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.2,Tagging Dana,,,,,,,,,,,,,,,,,,,,,,
9.20.1,"Penetapan peruntukan dana mengikut Produk, Sasaran dan Usahawan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.21,Pengurusan Struktur Cawangan,,,,,,,,,,,,,,,,,,,,,,
9.21.1,"Petender hendaklah membangunkan fungsi Pengurusan Struktur Cawangan seperti pembukaan, gabung, pecah, tutup cawangan dan lain-lain serta ID Cawangan. Tindakan boleh dilakukan oleh admin JPOC.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.22,Caj lewat bayar daripada Tarikh Akhir Bayar (TAB),,,,,,,,,,,,,,,,,,,,,,
9.22.1,Caj lewat bayar dan % caj (bulanan) ditetapkan oleh admin jabatan.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.23,Penandaan / Tagging Status Syariah Bagi Pembiayaan,,,,,,,,,,,,,,,,,,,,,,
9.23.1,Penambahan Role Pegawai Semakan Syariah yang berfungsi sama seperi Pegawai Audit.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.23.2,"Sistem hendaklah menyediakan fungsi tagging status Syariah untuk setiap produk pembiayaan, selaras dengan patuh syariah yang diluluskan Jawatankuasa Syariah TEKUN.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.23.3,Sistem hendaklah membolehkan pentadbir/pegawai syariah TEKUN mengkonfigurasi status Syariah berdasarkan kelulusan rasmi Jawatankuasa Syariah tanpa memerlukan pengubahsuaian kod sistem.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.23.4,Sistem hendaklah memaparkan status Syariah produk secara jelas dalam portal pegawai (contoh: “Produk ini Patuh Syariah – Tawarruq”).,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.23.5,"Sistem hendaklah menyokong audit & versi status Syariah (contoh: jika ada perubahan keputusan Jawatankuasa Syariah, sistem menyimpan rekod tarikh perubahan, pegawai yang meluluskan, dan dokumen rujukan).",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.23.6,"Sistem hendaklah menyediakan ruangan pautan (hyperlink) kepada dokumen rasmi / garis panduan Syariah yang berkaitan dengan produk (contoh: kontrak Tawarruq, fatwa, resolusi Syariah).",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.23.7,Sistem hendaklah menyokong integrasi dengan modul Audit & Kawalan Dalaman untuk pemantauan status Syariah dalam laporan audit dalaman/luaran.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.23.8,"Semua transaksi dan tagging status Syariah hendaklah direkodkan dalam audit trail (tarikh, masa, pegawai yang membuat tagging, produk, status).",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.23.9,Sistem hendaklah menyokong penandaan / tagging “Tidak Patuh Syariah Dibenarkan” Bagi Pembiayaan Tidak Patuh Syariah Yang Dibenarkan. Tagging berdasarkan produk atau usahawan berdasarkan keperluan penetapan oleh admin pengguna.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.24,Penandaan / Tagging “Asnafpreneur” Bagi Pembiayaan Asnafpreneur,,,,,,,,,,,,,,,,,,,,,,
9.24.1,Sistem hendaklah membolehkan pegawai membuat penandaan khusus “Asnafpreneur” bagi kategori pembiayaan yang melibatkan usahawan asnaf.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.24.2,"Sistem hendaklah menyokong AI Eligibility Check dengan menganalisis maklumat sokongan (contoh: rekod e-Kasih, pengesahan Majlis Agama Islam Negeri, pendapatan isi rumah) untuk mencadangkan sama ada pemohon layak dikategorikan sebagai “Asnafpreneur”.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.24.3,"Sistem hendaklah membolehkan pegawai memasukkan dokumen sokongan (surat pengesahan zakat, borang pengesahan asnaf, atau dokumen lain) sebelum tagging diluluskan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.24.4,Sistem hendaklah menyediakan ruangan catatan pegawai untuk merekod alasan dan rujukan bagi setiap tagging “Asnafpreneur”.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.24.5,"Sistem hendaklah menyimpan semua rekod tagging “Asnafpreneur” dalam audit trail termasuk maklumat pegawai, tarikh, masa, dokumen sokongan, dan keputusan.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.24.6,"Sistem hendaklah membolehkan data tagging “Asnafpreneur” diintegrasikan dengan laporan analitik (contoh: jumlah pembiayaan kepada usahawan asnaf mengikut negeri, sektor, atau produk).",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.24.7,Sistem hendaklah membenarkan konfigurasi peraturan tagging oleh pentadbir (contoh: hanya pegawai tertentu atau Jawatankuasa khas boleh meluluskan tagging “Asnafpreneur”).,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.24.8,"Sistem hendaklah memaparkan status tagging “Asnafpreneur” dengan jelas dalam profil pemohon dan laporan berkaitan, bagi membezakan dengan kategori pemohon lain.",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.25,Penetapan Pembiayaan Berasaskan Tawarruq,,,,,,,,,,,,,,,,,,,,,,
9.25.1,Sistem hendaklah menyediakan ruangan khas untuk menetapkan dokumen/perjanjian/rujukan produk yang menggunakan konsep tawarruq.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.25.2,Sistem hendaklah menyokong fungsi dinamik yang boleh dikemaskini oleh pegawai Syariah atau pentadbir tanpa melibatkan vendor sistem.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.25.3,"Sistem hendaklah menyediakan fungsi Search untuk membantu pemohon mencari dokumen syariah berkaitan dengan produk Tawarruq berdasarkan kata kunci (contoh: akad, kontrak, syarat pembayaran).",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.25.4,"Sistem hendaklah menyokong pelbagai format (contoh: PDF, video penerangan, laman web rasmi, FAQ interaktif).",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.25.5,Sistem hendaklah memaparkan status syariah semasa untuk setiap dokumen/perjanjian dengan tarikh kemaskini terakhir.,Mandatori,,,,,,,,,,,,,,,,,,,,,
9.25.6,"Semua akses ke dokumen Tawarruq hendaklah direkodkan dalam audit trail (ID pengguna, tarikh, masa, dokumen diakses).",Mandatori,,,,,,,,,,,,,,,,,,,,,
9.25.7,Sistem hendaklah menyokong integrasi dengan Modul Audit & Kawalan Dalaman supaya semua perubahan dokumen boleh dikesan dan dilaporkan.,Mandatori,,,,,,,,,,,,,,,,,,,,,
TAMAT MODUL AUDIT & KAWALAN DALAMAN,,,,,,,,,,,,,,,,,,,,,,,
